PLN-MM/YY,Sales_Doc.,Item,V,Loaded_line,New_Plan,Sold_to_party,Country_Key,Destination,Material,CUST_THICKNESS,CUST_WIDTH,KS_GRADE01,ZINC01,Remain_GRF,Destination,Creation,CBE$,BM$
202401,30082765,10,3008276510,PP,2024 Mar,L0046,Egypt,Local,POGF,0.5,1250,DX51D,120,26.87,Projects,EXW,2290,3200
202309,30078421,20,3007842120,PP,2024 Mar,L0059,Egypt,Local,POPF,0.7,1250,DX51D,180,3,Projects,EXW,2290,3788
202309,30078421,10,3007842110,PP,2024 Mar,L0059,Egypt,Local,POGF,0.7,,DX51D,180,49.73,Projects,EXW,2290,3090
202309,30078715,20,3007871520,PP,2024 Mar,L0264,Egypt,Local,POPF,0.5,1250,DX51D,180,0.805,Projects,EXW,2290,3368
202310,30078338,110,30078338110,GI,2024 Mar,L0243,Egypt,Local,GCCF,0.3,1000,DX51D,80,16.61,Large Corporate,EXW,2030,2660
202310,30078338,120,30078338120,GI,2024 Mar,L0243,Egypt,Local,GCNF,0.3,798,DX51D,80,3.46,Large Corporate,EXW,2150,2680
202310,30078338,30,3007833830,CR,2024 Mar,L0243,Egypt,Local,CRNF,0.5,820,DC01,,2.27,Large Corporate,EXW,2030,2313
202402,30082694,10,3008269410,PP,2024 Mar,L0074,Egypt,Local,POCF,0.5,1250,DX51D,100,99.19,Corporate,CPT,2370,3553
202403,35005886,10,3500588610,GI,2024 Mar,E0046,Kenya,Export,GCCF,0.6,1219,DX51D,120,12,Africa,CFR,3050,3050
202403,35005886,30,3500588630,GI,2024 Mar,E0046,Kenya,Export,GCCF,1,1219,DX51D,120,25,Africa,CFR,3050,3050
202403,35005886,40,3500588640,GI,2024 Mar,E0046,Kenya,Export,GCCF,1.2,1219,DX51D,120,13,Africa,CFR,3050,3050
202403,35005886,50,3500588650,GI,2024 Mar,E0046,Kenya,Export,GCCF,1.5,1219,DX51D,120,12,Africa,CFR,2850,2850
202403,35005886,60,3500588660,GI,2024 Mar,E0046,Kenya,Export,GCCF,1.8,1219,DX51D,120,13,Africa,CFR,2850,2850
202402,30083143,10,3008314310,CR,2024 Mar,L0233,Egypt,Local,CRNF,1.6,724,DC06,,39.7,Large Corporate,,2010,2907
202402,35005863,10,3500586310,GI,2024 Mar,E0024,Kenya,Export,GCSF,0.3,1220,DX51D,120,15,Africa,CFR,3510,3510
202402,35005863,20,3500586320,GI,2024 Mar,E0024,Kenya,Export,GCSF,0.4,1220,DX51D,120,15,Africa,CFR,3310,3310
202402,35005863,40,3500586340,GI,2024 Mar,E0024,Kenya,Export,GCSF,0.6,1220,DX51D,120,15,Africa,CFR,3310,3310
202402,35005863,100,35005863100,GI,2024 Mar,E0024,Kenya,Export,GHSF,3,1220,DX51D,120,15,Africa,CFR,3110,3110
202404,35005843,10,3500584310,CR,2024 Mar,E0215,Syria,Export,CRNF,1.2,750,DC03,-,11.5,Middle East,CFR,2630,2630
202404,35005843,20,3500584320,CR,2024 Mar,E0215,Syria,Export,CRNF,1.2,550,DC03,,14,Middle East,CFR,2630,2630
202404,35005843,30,3500584330,CR,2024 Mar,E0215,Syria,Export,CRRF,1.2,700,,,16,Middle East,CFR,2910,2910
202404,35005843,40,3500584340,CR,2024 Mar,E0215,Syria,,CRRF,1.2,950,DC03,,8.5,Middle East,CFR,2910,2910
202312,30081014,60,3008101460,GI,2024 Mar,L0154,Egypt,Local,GCCF,0.5,1250,DX51D,60,8.61,KAMA Service Center,EXW,1750,1630
202312,30081014,90,3008101490,GI,2024 Mar,L0154,Egypt,Local,GCCF,0.5,,DX51D,150,17.3,KAMA Service Center,EXW,1750,1758
202403,35005862,10,3500586210,CR,2024 Mar,E0001,Kenya,Export,CRSF,0.6,1220,DC01,,25,Africa,CFR,3390,3390
202403,35005862,20,3500586220,CR,2024 Mar,E0001,Kenya,Export,CRSF,2,1220,DC01,,25,Africa,CFR,3190,3190
202403,35005876,10,3500587610,CR,2024 Mar,E0124,Kenya,Export,CRSF,0.5,1220,DC01,,15,Africa,CFR,3390,3390
202403,35005876,20,3500587620,CR,2024 Mar,E0124,Kenya,Export,CRSF,0.6,1220,DC01,,15,Africa,CFR,3390,3390
202403,35005876,30,3500587630,CR,2024 Mar,E0124,Kenya,,CRSF,0.8,1220,DC01,,10.18,Africa,CFR,3390,3390
202403,35005876,40,3500587640,CR,2024 Mar,E0124,Kenya,Export,CRSF,1.2,1220,DC01,,20,Africa,CFR,3390,3390
202403,35005876,50,3500587650,CR,2024 Mar,E0124,Kenya,Export,CRSF,1.5,1220,DC01,,20,Africa,CFR,3190,3190
202403,35005876,60,3500587660,CR,2024 Mar,E0124,Kenya,Export,CRSF,2,1220,DC01,,15,Africa,CFR,3190,3190
202403,35005876,70,3500587670,GI,2024 Mar,E0124,Kenya,Export,GCSF,0.3,1220,DX51D,120,20,Africa,CFR,3510,3510
202403,35005876,80,3500587680,GI,2024 Mar,E0124,Kenya,Export,GCSF,0.4,1220,DX51D,120,20,Africa,CFR,3310,3310
202403,35005876,90,3500587690,GI,2024 Mar,E0124,Kenya,Export,GCSF,0.5,1220,DX51D,120,30,Africa,CFR,3310,3310
202403,35005876,100,35005876100,GI,2024 Mar,E0124,Kenya,Export,GCSF,0.6,,DX51D,120,30,Africa,CFR,3310,3310
202403,35005876,110,35005876110,GI,2024 Mar,E0124,Kenya,Export,GCSF,0.8,1220,DX51D,120,30,Africa,,3150,3150
202403,35005876,120,35005876120,GI,2024 Mar,E0124,Kenya,Export,GCSF,1,1220,DX51D,120,50,Africa,CFR,3310,3310
202403,35005876,130,35005876130,GI,2024 Mar,E0124,Kenya,Export,GCSF,1.2,1220,DX51D,120,30,Africa,CFR,3310,3310
202403,35005876,150,35005876150,GI,2024 Mar,E0124,Kenya,Export,GHSF,2,1220,DX51D,120,40,Africa,,2950,2950
202403,35005876,160,35005876160,GI,2024 Mar,E0124,Kenya,Export,GHSF,2.8,1220,DX51D,120,20,Africa,,2950,2950
202404,35005880,70,3500588070,CR,2024 Mar,E0109,Kenya,Export,CRSF,0.5,1220,DC01,,12,Africa,CFR,3390,3390
202404,35005880,80,3500588080,CR,2024 Mar,E0109,Kenya,Export,CRSF,1,,DC01,,12,Africa,,3230,3230
202404,35005880,90,3500588090,CR,2024 Mar,E0109,Kenya,Export,CRSF,1.5,1220,DC01,,12,Africa,CFR,3190,3190
202401,30083305,10,3008330510,PP,2024 Mar,L0173,Egypt,Local,POGF,0.7,1250,DX51D,275,20,Projects,EXW,2490,4527
202401,30083260,10,3008326010,PP,2024 Mar,L0190,Egypt,Local,POGF,0.7,1250,DX51D,180,54.385,Projects,EXW,2090,3847
202403,35005888,10,3500588810,GI,2024 Mar,E0172,Puerto Rico,Export,GCNF,0.86,870,S350GD,275,25,South America,,3390,3390
202401,30082837,30,3008283730,GI,2024 Mar,L0102,Egypt,Local,GHCF,2.5,1250,DX51D,275,21.83,Service Center,EXW,1630,2266
202401,35005825,10,3500582510,CP,2024 Mar,E0002,Lebanon,Export,CPSF,2,1000,DD11,,15,Middle East,CFR,2570,2570
202401,35005825,20,3500582520,CP,2024 Mar,E0002,Lebanon,Export,CPSF,2.3,1000,DD11,,10,Middle East,CFR,2570,2570
202401,35005825,30,3500582530,CP,2024 Mar,E0002,Lebanon,Export,CPSF,2.7,1000,DD11,,25,Middle East,CFR,2570,2570
202401,35005825,40,3500582540,CP,2024 Mar,E0002,Lebanon,Export,CPSF,2.7,1250,DD11,,25,Middle East,CFR,2570,2570
202402,30084171,10,3008417110,PP,2024 Mar,L0190,Egypt,Local,POGF,0.7,,,120,2.96,Projects,EXW,2290,4327
202308,30076630,10,3007663010,PP,2024 Mar,L0270,Egypt,Local,POSF,0.5,703,DX51D,100,12.245,Large Corporate,CPT,2630,3060
202403,35005872,20,3500587220,GI,2024 Mar,E0029,Uganda,Export,GCSF,0.4,1220,DX51D,120,200,Africa,CFR,3310,3310
202402,30082156,10,3008215610,GI,2024 Mar,L0071,Egypt,Local,GCCF,0.7,1250,DX51D,275,20,Service Center,,1830,1828
202402,30082156,40,3008215640,GI,2024 Mar,L0071,Egypt,Local,GCCF,1.2,1250,DX51D,60,17.44,Service Center,EXW,1630,1564
202402,30082156,60,3008215660,GI,2024 Mar,L0071,Egypt,Local,GHCF,2,1250,DX51D,60,60,Service Center,EXW,1430,1480
202402,30082054,10,3008205410,PP,2024 Mar,L0092,Egypt,Local,POCF,0.5,1250,DX51D,120,91.26,Service Center,EXW,1770,3183
202402,30082054,20,3008205420,PP,2024 Mar,L0092,Egypt,Local,POCF,0.5,1250,DX51D,120,44.58,Service Center,EXW,1770,3183
202402,30083694,10,3008369410,PP,2024 Mar,L0173,Egypt,Local,POGF,0.5,1250,DX51D,180,1.24,Projects,EXW,2290,4627
202310,30078351,50,3007835150,CR,2024 Mar,L0280,Egypt,Local,CRNF,0.5,557,DC01,,1.1,Large Corporate,EXW,2030,2573
202310,30078351,20,3007835120,CR,2024 Mar,L0280,Egypt,Local,CRNF,0.5,680,DC01,,40.96,Large Corporate,EXW,2030,2627
202403,35005897,10,3500589710,CR,2024 Mar,E0198,United Kingdom,Export,CRCF,1.15,1250,DC01,,60,Europe,CFR,2590,2590
202403,35005897,20,3500589720,CR,2024 Mar,E0198,United Kingdom,Export,CRCF,1.45,1250,DC01,,150,Europe,CFR,2390,2390
202403,35005883,10,3500588310,GI,2024 Mar,E0025,Latvia,Export,GCCF,0.61,1250,DX51D,140,100,Europe,CFR,2510,2510
202403,30083720,10,3008372010,CR,2024 Mar,L0061,Egypt,Local,CRSF,1.25,1250,DC01,,20,Corporate,EXW,1970,1555
202306,35005409,150,35005409150,GI,2024 Mar,E0194,Canada,Export,GCCF,0.48,1219,S550GD,180,50.39,North America,FOB,2910,2910
202402,30084228,10,3008422810,GI,2024 Mar,L0080,Egypt,Local,GCNF,0.5,748,DX56D,100,42.05,Large Corporate,EXW,2130,4100
202402,30084228,20,3008422820,GI,2024 Mar,L0080,Egypt,Local,GCNF,0.6,785,DX56D,100,41.53,Large Corporate,EXW,2130,4020
202402,30084228,30,3008422830,GI,2024 Mar,L0080,Egypt,Local,GCRF,1.2,570,DX56D,100,23.29,Large Corporate,EXW,2410,3847
202402,30084228,40,3008422840,GI,2024 Mar,L0080,Egypt,Local,GCNF,1,922,DX56D,100,20.35,Large Corporate,EXW,2130,4140
202402,30084228,50,3008422850,GI,2024 Mar,L0080,Egypt,Local,GCNF,0.7,893.7,DX56D,100,9.54,Large Corporate,EXW,2130,4140
202402,30084228,60,3008422860,GI,2024 Mar,L0080,Egypt,Local,GCNF,0.6,896,DX56D,100,9.55,Large Corporate,EXW,2130,4020
202402,30084228,70,3008422870,GI,2024 Mar,L0080,Egypt,Local,GCRF,1.2,,DX56D,100,9.92,Large Corporate,EXW,2410,3847
202402,30084228,80,3008422880,GI,2024 Mar,L0080,Egypt,Local,GCRF,,596,DX56D,100,9.9,Large Corporate,EXW,2210,4020
202401,35005780,40,3500578040,CR,2024 Mar,E0118,Slovenia,Export,CRRF,0.45,55.8,DC04,,75,Europe,CIF,3170,3170
202401,35005780,50,3500578050,CR,2024 Mar,E0118,Slovenia,Export,CRRF,0.35,40.5,DC04,,25,Europe,,3370,3370
202401,35005780,70,3500578070,CR,2024 Mar,E0118,Slovenia,Export,CRRF,0.45,40.5,DC04,,25,Europe,CIF,3170,3170
202401,35005780,80,3500578080,CR,2024 Mar,E0118,Slovenia,Export,CRRF,0.6,40.5,DC04,,50,Europe,CIF,3170,3170
202401,35005780,10,3500578010,CR,2024 Mar,E0118,Slovenia,Export,CRRF,0.3,55.8,DC04,,177.98,Europe,CIF,3370,3370
202401,35005780,20,3500578020,CR,2024 Mar,E0118,Slovenia,Export,CRRF,0.35,55.8,DC04,,87.785,Europe,CIF,3370,3370
202401,35005780,30,3500578030,CR,2024 Mar,E0118,Slovenia,Export,CRRF,0.4,55.8,DC04,,14.34,Europe,CIF,3170,3170
202403,30084227,10,3008422710,PP,2024 Mar,L0082,Egypt,Local,PORF,0.6,171.2,DX54D,60,150,High Tech industries,EXW,2470,3868
202403,35005892,60,3500589260,GI,2024 Mar,E0074,Cyprus,Export,GCCF,0.6,1250,DX51D,145,50,Europe,CIF,2510,2510
202401,30082367,50,3008236750,PP,2024 Mar,L0130,Egypt,Local,PORF,0.5,585,DX51D,60,40,Corporate,EXW,2370,3660
202402,30084296,10,3008429610,GI,2024 Mar,L0246,Egypt,Local,GHRF,2,345,S350GD,275,48.39,Large Corporate,CPT,2810,3747
202402,30084296,20,3008429620,GI,2024 Mar,L0246,Egypt,Local,GCRF,1.5,345,S350GD,275,103.3,Large Corporate,CPT,2810,3833
202402,30082494,40,3008249440,CR,2024 Mar,L0094,Egypt,Local,CRNF,0.5,681,DC01,,29.36,Corporate,CPT,2230,2490
202402,30082494,50,3008249450,CR,2024 Mar,L0094,Egypt,Local,CRNF,0.5,725,DC01,,9.54,Corporate,CPT,2430,2490
202402,30082890,10,3008289010,GI,2024 Mar,L0097,Egypt,Local,GCNF,1.5,910,DX51D,275,49,Corporate,EXW,1950,3540
202402,30084404,10,3008440410,PP,2024 Mar,L0011,Egypt,Local,POGF,0.5,1250,DX51D,120,9,Projects,EXW,2290,2231
202402,30084417,10,3008441710,PP,2024 Mar,L0284,Egypt,Local,POGF,0.4,1250,DX51D,120,12.86,Projects,EXW,2290,2320
202401,30082416,20,3008241620,CR,2024 Mar,L0110,Egypt,Local,CRSF,2.5,1000,DC01,,18.78,Corporate,CPT,1970,2620
202401,30082419,30,3008241930,CR,2024 Mar,L0110,Egypt,Local,CRSF,2,1000,DC01,,18.55,Corporate,CPT,2370,2620
202401,30082419,40,3008241940,CR,2024 Mar,L0110,Egypt,Local,CRSF,2,1000,DC01,,18.91,Corporate,CPT,2370,2620
202401,30082419,50,3008241950,CR,2024 Mar,L0110,Egypt,Local,CRSF,2.5,1000,DC01,,17.2,Corporate,CPT,2370,2620
202401,30070095,120,30070095120,GI,2024 Mar,L0130,Egypt,Local,GCNF,0.6,735,DX51D,60,42.845,Corporate,CPT,2270,2327
202401,30076330,100,30076330100,GI,2024 Mar,L0130,Egypt,,GCRF,0.5,484,DX51D,60,16.7,Corporate,CPT,2630,2460
202402,30083589,10,3008358910,GI,2024 Mar,L0130,Egypt,Local,GCRF,0.6,484,DX51D,60,2.45,Corporate,EXW,2230,3720
202403,35005884,10,3500588410,GI,2024 Mar,E0025,Latvia,Export,GCCF,1.2,1170,DX51D,100,200,Europe,CFR,2510,2510
202401,30082241,10,3008224110,GI,2024 Mar,L0184,Egypt,Local,GCCF,1,1250,DX51D,275,25.96,Corporate,CPT,2430,2896
202401,30082241,30,3008224130,GI,2024 Mar,L0184,Egypt,Local,GCCF,1.5,1250,,275,35.46,Corporate,CPT,2230,2716
202401,30083148,20,3008314820,GI,2024 Mar,L0019,Egypt,Local,GHSF,3,1250,DX51D,275,10.85,Projects,EXW,2010,3300
202402,30083052,10,3008305210,GI,2024 Mar,L0238,Egypt,Local,GCNF,0.4,830,DX51D,80,100,Corporate,CPT,2350,2960
202402,30083052,20,3008305220,GI,2024 Mar,L0238,Egypt,Local,GCNF,0.4,739,DX51D,80,100,Corporate,CPT,2350,2960
202402,30083052,30,3008305230,GI,2024 Mar,L0238,Egypt,Local,GCNF,0.4,835,DX51D,80,50,Corporate,CPT,2350,2960
202402,30083052,40,3008305240,GI,2024 Mar,L0238,Egypt,,GCCF,0.7,1250,DX51D,80,50,Corporate,CPT,1830,2880
202402,30083052,50,3008305250,GI,2024 Mar,L0238,Egypt,Local,GCCF,1.2,1220,DX51D,80,50,Corporate,CPT,2230,2827
202402,30083052,60,3008305260,GI,2024 Mar,L0238,Egypt,Local,GCNF,0.4,889,DX51D,80,75,Corporate,CPT,2350,2960
202402,30083052,70,3008305270,GI,2024 Mar,L0238,Egypt,Local,GCNF,0.4,943,DX51D,80,75,Corporate,CPT,2350,2960
202311,30079613,10,3007961310,GI,2024 Mar,L0260,Egypt,Local,GCCF,1,1250,DX51D,275,22.54,Corporate,CPT,2430,2433
202311,30080357,10,3008035710,CR,2024 Mar,L0270,Egypt,Local,CRRF,0.6,174.7,DC03,,38.91,Large Corporate,CPT,2710,2607
202401,30081037,20,3008103720,PP,2024 Mar,L0270,Egypt,Local,PORF,0.4,588,DX51D,100,3,Large Corporate,CPT,2770,2947
202401,30081037,30,3008103730,PP,2024 Mar,L0270,Egypt,Local,PORF,0.4,578,DX51D,100,53,Large Corporate,CPT,2770,2947
202401,30082643,10,3008264310,CR,2024 Mar,L0290,Egypt,Local,CRRF,0.2,30,DC01,,15.65,Corporate,EXW,2510,2805
202401,30081248,10,3008124810,PP,2024 Mar,L0270,Egypt,Local,PORF,0.7,314,DX51D,100,10,Large Corporate,CPT,2770,3607
202402,30082546,10,3008254610,CR,2024 Mar,L0298,Egypt,Local,CRCF,1,1250,DC05,,23.78,Corporate,CPT,2490,2760
202401,30082027,60,3008202760,GI,2024 Mar,L0304,Egypt,Local,GCCF,1.25,1000,DX51D,120,21.1,Corporate,CPT,2030,3213
202402,35005804,60,3500580460,CR,2024 Mar,E0109,Kenya,Export,CRSF,0.5,1220,DC01,,10.6,Africa,CFR,3230,3230
202402,35005804,80,3500580480,CR,2024 Mar,E0109,Kenya,Export,CRSF,3,1220,DC01,,12,Africa,CFR,3190,3190
202402,35005804,100,35005804100,GI,2024 Mar,E0109,Kenya,Export,GHSF,,1220,DX51D,120,36,Africa,CFR,3110,3110
202312,30081260,10,3008126010,PP,2024 Mar,L0051,Egypt,Local,PLCF,0.4,1250,DX51D,60,5,High Tech industries,EXW,1890,1785
202312,30081260,20,3008126020,PP,2024 Mar,L0051,Egypt,Local,POCF,0.5,1250,DX51D,80,5,High Tech industries,EXW,1890,1753
202312,30081260,30,3008126030,PP,2024 Mar,L0051,Egypt,Local,POCF,0.5,1250,DX51D,120,5,High Tech industries,,1890,1875
202312,30081260,40,3008126040,PP,2024 Mar,L0051,Egypt,Local,POCF,0.5,1250,DX51D,80,5,High Tech industries,EXW,1890,1753
202401,35005776,30,3500577630,FH,2024 Mar,E0042,Italy,Export,FBCF,0.25,1000,DD11F,,82.89,Europe,CFR,2650,2650
202401,35005776,40,3500577640,FH,2024 Mar,E0042,Italy,Export,FBCF,0.28,1000,DD11F,,63.47,Europe,CFR,2650,2650
202401,30082394,10,3008239410,PP,2024 Mar,L0081,Egypt,Local,POSF,0.4,374,DX52D,120,3.36,Large Corporate,EXW,2410,4760
202401,30082394,50,3008239450,PP,2024 Mar,L0081,Egypt,Local,POSF,0.4,424,DX52D,120,0.56,Large Corporate,EXW,2410,4760
202401,30082394,60,3008239460,PP,2024 Mar,L0081,Egypt,Local,POSF,0.4,767,DX52D,120,2.85,Large Corporate,EXW,2230,4760
202404,35005878,10,3500587810,PP,2024 Mar,E0018,Cyprus,Export,POCF,0.47,1250,DX51D,140,25,Europe,CIF,2650,2650
202403,35005812,10,3500581210,CR,2024 Mar,E0199,Algeria,Export,CRCF,0.37,1000,DC01,,151.05,Middle East,CFR,2510,2510
202403,35005812,20,3500581220,CR,2024 Mar,E0199,Algeria,Export,CRCF,0.45,1000,DC01,,400.27,Middle East,CFR,2510,2510
202403,35005812,30,3500581230,CR,2024 Mar,E0199,Algeria,Export,CRCF,0.55,1000,DC01,,482.7,Middle East,CFR,2510,2510
202403,35005812,70,3500581270,CR,2024 Mar,E0199,Algeria,Export,CRCF,0.95,1000,DC01,,8.8,Middle East,CFR,2510,2510
202403,35005812,90,3500581290,CR,2024 Mar,E0199,Algeria,Export,CRCF,1.15,1250,DC01,,100,Middle East,CFR,2510,2510
202403,35005812,40,3500581240,CR,2024 Mar,E0199,Algeria,Export,CRCF,0.65,1000,DC01,,156.18,Middle East,CFR,2510,2510
202403,35005811,10,3500581110,CR,2024 Mar,E0199,Algeria,Export,CRCF,0.45,1000,DC01,,153.37,Middle East,CFR,2510,2510
202403,35005811,20,3500581120,CR,2024 Mar,E0199,Algeria,Export,CRCF,0.55,1000,DC01,,297.48,Middle East,CFR,2510,2510
202403,35005811,30,3500581130,CR,2024 Mar,E0199,Algeria,Export,CRCF,0.65,1000,DC01,,133.25,Middle East,,2350,2350
202402,35005769,20,3500576920,CR,2024 Mar,E0125,Poland,Export,CRCF,0.4,1000,,,41.38,Europe,CFR,2590,2590
202402,35005769,30,3500576930,CR,2024 Mar,E0125,Poland,Export,CRCF,2.5,1250,DC01,,25,Europe,CFR,2390,2390
202402,35005769,40,3500576940,CR,2024 Mar,E0125,Poland,Export,CRCF,3,1250,DC01,,75,Europe,CFR,2390,2390
202310,30078346,40,3007834640,CR,2024 Mar,L0281,Egypt,Local,CRNF,0.5,750,DC01,,0.57,Large Corporate,EXW,2030,2833
202405,35005903,10,3500590310,CR,2024 Mar,E0127,Morocco,Export,CRCF,0.45,1250,DC01,,200,Middle East,CFR,2510,2510
202405,35005903,20,3500590320,CR,2024 Mar,E0127,Morocco,Export,CRCF,1.45,,DC01,,200,Middle East,CFR,2310,2310
202402,35005772,10,3500577210,GI,2024 Mar,E0199,Algeria,Export,GCCF,0.45,1000,DX51D,80,200,Middle East,CFR,2430,2430
202402,35005772,20,3500577220,GI,2024 Mar,E0199,Algeria,Export,GCCF,,1000,DX51D,80,300,Middle East,CFR,2230,2230
202402,35005772,30,3500577230,GI,2024 Mar,E0199,Algeria,Export,GCCF,0.67,1000,DX51D,80,400,Middle East,CFR,2430,2430
202402,35005772,40,3500577240,GI,2024 Mar,E0199,Algeria,,GCCF,0.77,1000,DX51D,80,400,Middle East,CFR,2430,2430
202402,35005772,50,3500577250,GI,2024 Mar,E0199,Algeria,Export,GCCF,0.87,1000,DX51D,80,300,Middle East,,2270,2270
202402,35005772,60,3500577260,GI,2024 Mar,E0199,Algeria,Export,GCCF,0.97,1000,DX51D,80,400,Middle East,CFR,2430,2430
202402,35005772,80,3500577280,GI,2024 Mar,E0199,Algeria,Export,GCCF,1.17,1000,DX51D,80,500,Middle East,CFR,2430,2430
202402,35005772,110,35005772110,GI,2024 Mar,E0199,Algeria,Export,GCCF,1.37,1150,DX51D,80,292.48,Middle East,CFR,2230,2230
202402,30084189,20,3008418920,GI,2024 Mar,L0078,Egypt,Local,GCCF,0.3,1250,DX51D,220,31.42,Large Corporate,,2030,4913
202311,30079802,60,3007980260,CR,2024 Mar,L0280,Egypt,Local,CRCF,0.7,1160,DC04EK,,2.425,Large Corporate,EXW,2090,2673
202402,30084346,10,3008434610,PP,2024 Mar,L0171,Egypt,Local,POSF,0.4,677.5,DX51D,100,1.1,Large Corporate,,2230,4800
202310,30077788,30,3007778830,PP,2024 Mar,L0077,Egypt,Local,PORF,0.45,338,DX52D,100,8,Large Corporate,EXW,2550,3007
202310,30079734,30,3007973430,GI,2024 Mar,L0039,Egypt,Local,GCPF,1,1250,DX51D,275,1,Projects,EXW,2350,3360
202402,30084328,10,3008432810,PP,2024 Mar,L0075,Egypt,Local,POGF,0.7,1250,DX51D,180,2.97,Service Center,EXW,2170,4211
202402,30084328,20,3008432820,PP,2024 Mar,L0075,Egypt,Local,POGF,0.7,1250,DX51D,180,2.12,Service Center,EXW,2170,4211
202402,30084328,30,3008432830,PP,2024 Mar,L0075,Egypt,Local,POGF,0.7,1250,DX51D,180,1.59,Service Center,EXW,2170,4211
202402,30084328,40,3008432840,PP,2024 Mar,L0075,Egypt,Local,POGF,0.7,1250,DX51D,180,1.92,Service Center,EXW,2170,4211
202402,30084376,10,3008437610,GI,2024 Mar,L0207,Egypt,Local,GCRF,0.8,132,DX51D,60,8,Service Center,EXW,2030,1973
202403,35005904,10,3500590410,GI,2024 Mar,E0209,Uganda,Export,GCSF,0.6,1220,DX51D,120,12.5,Africa,CPT,3310,3310
202404,35005927,10,3500592710,PP,2024 Mar,E0096,Kenya,Export,PONF,0.32,975,,80,25,Africa,CFR,3510,3510
202402,35005750,10,3500575010,GI,2024 Mar,E0052,Syria,Export,GCCF,0.36,1000,DX51D,60,201.15,Middle East,FOB,2110,2110
202402,35005750,390,35005750390,GI,2024 Mar,E0052,Syria,Export,GCCF,1.4,1250,DX51D,80,29.65,Middle East,,2070,2070
202402,35005750,340,35005750340,GI,2024 Mar,E0052,Syria,Export,GCCF,0.3,1250,DX51D,60,100,Middle East,FOB,2310,2310
202402,35005750,350,35005750350,GI,2024 Mar,E0052,Syria,Export,GCCF,0.33,1250,DX51D,60,100,Middle East,FOB,2310,2310
202402,35005750,20,3500575020,GI,2024 Mar,E0052,Syria,Export,GCCF,0.38,1000,DX51D,60,62.76,Middle East,FOB,2110,2110
202402,35005750,240,35005750240,CR,2024 Mar,E0052,Syria,Export,CRCF,0.45,1000,DC01,,7.74,Middle East,,2190,2190
202402,35005750,260,35005750260,CR,2024 Mar,E0052,Syria,Export,CRCF,0.5,1250,DC01,,177.75,Middle East,FOB,1990,1990
202401,35005794,60,3500579460,PP,2024 Mar,E0080,Turkey,Export,POCF,0.45,1250,DX51D,80,107.25,Europe,CIF,2650,2650
202401,35005794,80,3500579480,CR,2024 Mar,E0080,Turkey,Export,CRCF,0.5,1250,DC01,,38.43,Europe,CIF,2590,2590
202401,35005794,160,35005794160,PP,2024 Mar,E0080,Turkey,Export,POCF,0.45,1200,DX51D,80,34.07,Europe,,2490,2490
202401,35005794,40,3500579440,PP,2024 Mar,E0080,Turkey,Export,POCF,0.45,1200,DX51D,80,13.59,Europe,CIF,2450,2450
202401,35005794,90,3500579490,CR,2024 Mar,E0080,Turkey,Export,CRCF,0.6,1250,DC01,,139.04,Europe,CIF,2590,2590
202401,35005794,200,35005794200,CR,2024 Mar,E0080,Turkey,Export,CRCF,0.8,1200,DC01,,40,Europe,CIF,2590,2590
202401,35005759,20,3500575920,GI,2024 Mar,E0078,Greece,Export,GCNF,0.45,990,DX51D,200,7.64,Europe,FOB,2310,2310
202401,35005759,30,3500575930,GI,2024 Mar,E0078,Greece,Export,GCCF,0.5,1000,DX51D,100,6.55,Europe,FOB,2190,2190
202401,35005759,50,3500575950,GI,2024 Mar,E0078,Greece,Export,GCCF,0.7,,DX51D,100,7.42,Europe,FOB,2190,2190
202401,35005759,100,35005759100,GI,2024 Mar,E0078,Greece,Export,GCCF,1.5,1250,DX51D,100,50,Europe,FOB,1990,1990
202401,35005759,120,35005759120,GI,2024 Mar,E0078,Greece,Export,GCCF,1.65,1250,DX51D,100,129.62,Europe,FOB,1990,1990
202401,35005759,150,35005759150,GI,2024 Mar,E0078,Greece,Export,GHCF,2,1250,DX51D,140,50,Europe,,1990,1990
202401,35005759,170,35005759170,GI,2024 Mar,E0078,Greece,Export,GHCF,2.5,1250,DX51D,100,50,Europe,FOB,1990,1990
202401,35005759,70,3500575970,GI,2024 Mar,E0078,Greece,Export,GCCF,1,,DX51D,100,5.06,Europe,FOB,2190,2190
202401,35005759,80,3500575980,GI,2024 Mar,E0078,Greece,Export,GCCF,1.2,1250,DX51D,100,48.73,Europe,FOB,2190,2190
202401,35005759,220,35005759220,GI,2024 Mar,E0078,Greece,Export,GCCF,0.7,1250,DX51D,100,25,Europe,FOB,2190,2190
202401,30070959,10,3007095910,GI,2024 Mar,L0033,Egypt,Local,GCCF,1,1250,DX53D,60,45.28,Corporate,CPT,2410,2082
202401,35005736,40,3500573640,GI,2024 Mar,E0007,Saudi Arabia,Export,GHCF,2,1070,S350GD,275,100,Middle East,CFR,2610,2610
202401,35005736,50,3500573650,GI,2024 Mar,E0007,Saudi Arabia,Export,GHCF,2.5,1219,S350GD,275,50,Middle East,CFR,2610,2610
202401,35005736,60,3500573660,GI,2024 Mar,E0007,Saudi Arabia,Export,GHCF,2.5,1070,S350GD,275,50,Middle East,CFR,2610,2610
202401,35005736,80,3500573680,GI,2024 Mar,E0007,Saudi Arabia,Export,GHCF,3,1070,S350GD,275,75,Middle East,CFR,2610,2610
